Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Summer 2025","Regular Academic Session","Public Health","72798","Epidemiology (EPID) Open Sections"," 792","201","Adv Meta-analysis","LAB","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72799","Epidemiology (EPID) Open Sections"," 793","201","Complex Systems Modl","LEC","PD ","M","T","W","TH","F","","","07/07/2025","07/11/2025","830-5PM","REMOTE","Eisenberg, Hayashi","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","72800","Epidemiology (EPID) Open Sections"," 794","201","Epidemiologic Method","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72835","Epidemiology (EPID) Open Sections"," 795","201","e-Surveillance","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72833","Epidemiology (EPID) Open Sections"," 796","201","Epid Microbiome","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72834","Epidemiology (EPID) Open Sections"," 796","202","Epid Microbiome","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72836","Epidemiology (EPID) Open Sections"," 797","201","Epigenetics","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72837","Epidemiology (EPID) Open Sections"," 798","201","Data Analysis with R","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72874","Epidemiology (EPID) Open Sections"," 799","201","Qualitative Methods","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","74530","Health Management And Policy (HMP) Open Sections"," 610","555","Cost-Effectiveness","LEC","P R","","T","","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Hutton","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","74531","Health Management And Policy (HMP) Open Sections"," 610","557","Cost-Effectiveness","LEC","PD ","","T","","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Hutton","  10","  10","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","73387","Health Management And Policy (HMP) Open Sections"," 654","555","Operations Research","LEC","P R","","","","TH","","","","06/30/2025","08/22/2025","7-9PM","REMOTE","Mendez","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","73388","Health Management And Policy (HMP) Open Sections"," 654","557","Operations Research","LEC","PDR","","","","TH","","","","06/30/2025","08/22/2025","7-9PM","REMOTE","Mendez","   5","   5","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","73538","Health Management And Policy (HMP) Open Sections"," 654","777","Operations Research","LEC","PDR","","","","TH","","","","06/30/2025","08/22/2025","7-9PM","REMOTE","Mendez","  20","  20","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","73545","Health Management And Policy (HMP) Open Sections"," 669","557","Hlthcare Data Mgmt","LEC","PD ","","","","TH","","","","06/26/2025","08/12/2025","7-830PM","REMOTE","Ladhania","  10","  10","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","73514","Health Behavior and Health Equity (HBHEQ) Open Sections"," 530","555","Survey Research","LEC","P R","","T","","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Roehler","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","73573","Health Behavior and Health Equity (HBHEQ) Open Sections"," 530","557","Survey Research","LEC","PD ","","T","","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Roehler","   1","   1","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","73384","Health Behavior and Health Equity (HBHEQ) Open Sections"," 591","555","Plan Health Prom Prg","LEC","P R","","","","TH","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Lopez","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","73428","Health Behavior and Health Equity (HBHEQ) Open Sections"," 591","557","Plan Health Prom Prg","LEC","PD ","","","","TH","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Lopez","   1","   1","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","73449","Public Health (PUBHLTH) Open Sections"," 477","001","Readings in PUBHLTH","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Public Health","73579","Public Health (PUBHLTH) Open Sections"," 479","001","Indepen Research PH","IND"," D ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Public Health","73511","Public Health (PUBHLTH) Open Sections"," 516","555","Leadership IP Pract","LEC","P R","","","W","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Gordon","  50","  50","N","1.00",
"Summer 2025","Regular Academic Session","Public Policy","73539","Public Policy (PUBPOL) Open Sections"," 725","201","MPA Capstone","SEM","PD ","M","","W","","","","","06/26/2025","08/12/2025","830-950AM","ARR","Gerber","   1","   1","N","5.00",
"Summer 2025","Regular Academic Session","Rackham","71713","Chemical Biology (CHEMBIO) Open Sections"," 599","201","Research Rotation","LAB","PDR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mapp","   5","   5","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Ross School of Business","73274","Business Administration (BA) Open Sections"," 500","202","Business Immersion","REC","P  ","M","","W","","","","","06/26/2025","08/12/2025","1-320PM","R1210 BUS","Branch","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Ross School of Business","73275","Business Administration (BA) Open Sections"," 500","203","Business Immersion","REC","P  ","M","","W","","","","","06/26/2025","08/12/2025","1030-1250PM","R1210 BUS","Branch","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Ross School of Business","73263","Business Administration (BA) Open Sections"," 536","410","Transform Residency","REC","P R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Beil","  60","  44","Y","1.50",
"Summer 2025","Regular Academic Session","Ross School of Business","73541","Business Administration (BA) Open Sections"," 715","802","Real Estate Mkt Anly","REC","P R","","","","TH","","","","07/03/2025","07/03/2025","8-930PM","REMOTE","Duggal","  49","  42","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73541","Business Administration (BA) Open Sections"," 715","802","Real Estate Mkt Anly","REC","P R","","","","TH","","","","07/17/2025","07/17/2025","8-930PM","REMOTE","","  49","  42","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73541","Business Administration (BA) Open Sections"," 715","802","Real Estate Mkt Anly","REC","P R","","","","TH","","","","07/24/2025","07/24/2025","8-930PM","REMOTE","","  49","  42","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73541","Business Administration (BA) Open Sections"," 715","802","Real Estate Mkt Anly","REC","P R","","","","TH","","","","08/07/2025","08/07/2025","8-930PM","REMOTE","","  49","  42","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73393","Business Economics And Public Policy (BE) Open Sections"," 780","802","Compet Tact&Policy","REC","P R","","T","","","","","","07/01/2025","07/01/2025","8-930PM","REMOTE","Shwayder","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73393","Business Economics And Public Policy (BE) Open Sections"," 780","802","Compet Tact&Policy","REC","P R","","T","","","","","","07/15/2025","07/15/2025","8-930PM","REMOTE","","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73393","Business Economics And Public Policy (BE) Open Sections"," 780","802","Compet Tact&Policy","REC","P R","","T","","","","","","07/29/2025","07/29/2025","8-930PM","REMOTE","","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73393","Business Economics And Public Policy (BE) Open Sections"," 780","802","Compet Tact&Policy","REC","P R","","T","","","","","","08/05/2025","08/05/2025","8-930PM","REMOTE","","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74528","Finance (FIN) Open Sections"," 533","801","Finan Mgt","REC","P R","","","","TH","","","","06/26/2025","06/26/2025","6-730PM","REMOTE","Lei, Kaul","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74528","Finance (FIN) Open Sections"," 533","801","Finan Mgt","REC","P R","","","","TH","","","","07/03/2025","07/03/2025","6-730PM","REMOTE","","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74528","Finance (FIN) Open Sections"," 533","801","Finan Mgt","REC","P R","","","","TH","","","","07/17/2025","07/17/2025","6-730PM","REMOTE","","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74528","Finance (FIN) Open Sections"," 533","801","Finan Mgt","REC","P R","","","","TH","","","","07/31/2025","07/31/2025","6-730PM","REMOTE","","  49","  44","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74529","Finance (FIN) Open Sections"," 533","802","Finan Mgt","REC","P R","","","","TH","","","","06/26/2025","06/26/2025","8-930PM","REMOTE","Kaul, Lei","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74529","Finance (FIN) Open Sections"," 533","802","Finan Mgt","REC","P R","","","","TH","","","","07/03/2025","07/03/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74529","Finance (FIN) Open Sections"," 533","802","Finan Mgt","REC","P R","","","","TH","","","","07/17/2025","07/17/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","74529","Finance (FIN) Open Sections"," 533","802","Finan Mgt","REC","P R","","","","TH","","","","07/31/2025","07/31/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73234","Business Analytics (MBAN) Open Sections"," 551","201","Advan Spreadsheets","REC","P R","","T","","TH","","","","06/26/2025","08/12/2025","11-1230PM","R1220 BUS","Hojjat","  60","  60","N","1.50",
"Summer 2025","Regular Academic Session","Ross School of Business","73526","Business Analytics (MBAN) Open Sections"," 552","201","Prob & Stats","REC","P R","M","","W","","","","","06/26/2025","08/12/2025","2-330PM","R1220 BUS","Baldwin","  60","  60","N","1.50",
"Summer 2025","Regular Academic Session","Ross School of Business","73323","Management and Organizations (MO) Open Sections"," 711","802","High Stakes LDRSHP","REC","P R","","T","","","","","","07/08/2025","07/08/2025","8-930PM","REMOTE","Barger","  49","  40","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73323","Management and Organizations (MO) Open Sections"," 711","802","High Stakes LDRSHP","REC","P R","","T","","","","","","07/22/2025","07/22/2025","8-930PM","REMOTE","","  49","  40","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73323","Management and Organizations (MO) Open Sections"," 711","802","High Stakes LDRSHP","REC","P R","","T","","","","","","07/29/2025","07/29/2025","1-1AM","REMOTE","","  49","  40","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73323","Management and Organizations (MO) Open Sections"," 711","802","High Stakes LDRSHP","REC","P R","","T","","","","","","08/05/2025","08/05/2025","8-930PM","REMOTE","","  49","  40","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73324","Management and Organizations (MO) Open Sections"," 711","899","High Stakes LDRSHP","REC","P R","","","","","","",""," "," ","ARR","ARR","","  49","  48","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73238","Strategy (STRATEGY) Open Sections"," 772","802","Strategies-Growth","REC","P R","","","W","","","","","07/02/2025","07/02/2025","8-930PM","REMOTE","Karnani","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73238","Strategy (STRATEGY) Open Sections"," 772","802","Strategies-Growth","REC","P R","","","W","","","","","07/09/2025","07/09/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73238","Strategy (STRATEGY) Open Sections"," 772","802","Strategies-Growth","REC","P R","","","W","","","","","07/16/2025","07/16/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73238","Strategy (STRATEGY) Open Sections"," 772","802","Strategies-Growth","REC","P R","","","W","","","","","07/23/2025","07/23/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73238","Strategy (STRATEGY) Open Sections"," 772","802","Strategies-Growth","REC","P R","","","W","","","","","07/30/2025","07/30/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73238","Strategy (STRATEGY) Open Sections"," 772","802","Strategies-Growth","REC","P R","","","W","","","","","08/06/2025","08/06/2025","8-930PM","REMOTE","","  49","  43","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73540","Technology and Operations (TO) Open Sections"," 534","802","Intro to Operations","REC","P R","M","","","","","","","06/30/2025","06/30/2025","8-930PM","REMOTE","Hojjat","  49","  39","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73540","Technology and Operations (TO) Open Sections"," 534","802","Intro to Operations","REC","P R","M","","","","","","","07/07/2025","07/07/2025","8-930PM","REMOTE","","  49","  39","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73540","Technology and Operations (TO) Open Sections"," 534","802","Intro to Operations","REC","P R","M","","","","","","","07/14/2025","07/14/2025","8-930PM","REMOTE","","  49","  39","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73540","Technology and Operations (TO) Open Sections"," 534","802","Intro to Operations","REC","P R","M","","","","","","","07/21/2025","07/21/2025","8-930PM","REMOTE","","  49","  39","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73540","Technology and Operations (TO) Open Sections"," 534","802","Intro to Operations","REC","P R","M","","","","","","","07/28/2025","07/28/2025","8-930PM","REMOTE","","  49","  39","Y","2.25",
"Summer 2025","Regular Academic Session","Ross School of Business","73540","Technology and Operations (TO) Open Sections"," 534","802","Intro to Operations","REC","P R","M","","","","","","","08/04/2025","08/04/2025","8-930PM","REMOTE","","  49","  39","Y","2.25",
